# 由 qingjian-dict-convert phrases 从语料相邻词组合挖出（总次数与对话语料次数都 ≥ 2000），读音由成分词拼出。词\t次数\t拼音
想做	7834	xiang zuo
最棒的	7799	zui bang de
这么快	7780	zhe me kuai
今天我	7777	jin tian wo
很可爱	7777	hen ke ai
都不敢	7773	dou bu gan
认真的	7768	ren zhen de
好起来	7767	hao qi lai
挺好看	7766	ting hao kan
说出	7764	shuo chu
都一样	7764	dou yi yang
也这么	7735	ye zhe me
我走	7731	wo zou
就给	7729	jiu gei
我懂	7727	wo dong
笑死我	7727	xiao si wo
我准备	7719	wo zhun bei
你看看	7709	ni kan kan
我们家	7700	wo men jia
我也有	7695	wo ye you
说要	7691	shuo yao
它是	7690	ta shi
到底是	7683	dao di shi
快就	7680	kuai jiu
这么久	7680	zhe me jiu
你也要	7679	ni ye yao
他就	7676	ta jiu
不舒服	7659	bu shu fu
你竟然	7641	ni jing ran
你不会	7640	ni bu hui
啥意思	7640	sha yi si
找到了	7636	zhao dao le
明天就	7633	ming tian jiu
我帮你	7631	wo bang ni
欢迎你	7631	huan ying ni
没买	7628	mei mai
相信你	7625	xiang xin ni
我到	7623	wo dao
然后我	7621	ran hou wo
太可爱了	7608	tai ke ai le
去找你	7602	qu zhao ni
好快	7591	hao kuai
不行了	7589	bu xing le
再看	7586	zai kan
已经在	7586	yi jing zai
不是一个	7585	bu shi yi ge
你回	7556	ni hui
干什么	7554	gan shen me
没到	7552	mei dao
小了	7550	xiao le
是这样的	7545	shi zhe yang de
没有什么	7533	mei you shen me
加油啊	7528	jia you a
被你发现	7523	bei ni fa xian
那个人	7520	na ge ren
一圈	7516	yi quan
想起来	7505	xiang qi lai
人就	7504	ren jiu
有一天	7497	you yi tian
像是	7490	xiang shi
我跟你	7488	wo gen ni
能看到	7482	neng kan dao
看看你	7473	kan kan ni
没有我	7471	mei you wo
太累	7466	tai lei
是的呢	7464	shi de ne
玩手机	7459	wan shou ji
你一定	7450	ni yi ding
过去的	7440	guo qu de
让自己	7436	rang zi ji
给她	7429	gei ta
长时间	7429	zhang shi jian
不愿意	7424	bu yuan yi
就够	7423	jiu gou
说好的	7421	shuo hao de
帅了	7420	shuai le
我从	7420	wo cong
发生了	7414	fa sheng le
说啥	7413	shuo sha
在家里	7411	zai jia li
情人节	7410	qing ren jie
都不是	7410	dou bu shi
在一个	7401	zai yi ge
羡慕嫉妒	7399	xian mu ji du
看吧	7398	kan ba
我错了	7392	wo cuo le
起了	7391	qi le
不知道我	7381	bu zhi dao wo
多吃点	7373	duo chi dian
开心了	7369	kai xin le
我咋	7368	wo za
是哪个	7363	shi na ge
爱你的	7363	ai ni de
高了	7362	gao le
还是有	7361	hai shi you
我知道你	7360	wo zhi dao ni
对他	7353	dui ta
大学的	7349	da xue de
你开心	7348	ni kai xin
我一定	7346	wo yi ding
也是我	7341	ye shi wo
看你的	7338	kan ni de
我请	7336	wo qing
明天去	7335	ming tian qu
人去	7331	ren qu
时候你	7318	shi hou ni
我更	7317	wo geng
你不知道	7308	ni bu zhi dao
时候回来	7304	shi hou hui lai
想好	7301	xiang hao
不会的	7292	bu hui de
今天是	7288	jin tian shi
自己是	7287	zi ji shi
叫什么	7285	jiao shen me
还以为你	7283	hai yi wei ni
你确定	7282	ni que ding
来个	7271	lai ge
能给	7268	neng gei
不跟	7266	bu gen
超喜欢	7263	chao xi huan
美丽的	7250	mei li de
很重要	7248	hen zhong yao
下个月	7247	xia ge yue
还不知道	7239	hai bu zhi dao
部电影	7235	bu dian ying
下午好	7233	xia wu hao
心疼你	7222	xin teng ni
不回来	7219	bu hui lai
准备好	7219	zhun bei hao
想你了	7219	xiang ni le
支持你	7219	zhi chi ni
以为我	7208	yi wei wo
那我就	7206	na wo jiu
一起的	7204	yi qi de
我猜	7201	wo cai
这样说	7201	zhe yang shuo
恭喜你	7196	gong xi ni
正能量	7194	zheng neng liang
那么大	7194	na me da
远了	7188	yuan le
你懂的	7184	ni dong de
给你看	7179	gei ni kan
同一个	7173	tong yi ge
很帅	7173	hen shuai
她说	7157	ta shuo
找了	7151	zhao le
发现你	7145	fa xian ni
大长腿	7145	da chang tui
确实是	7142	que shi shi
丢了	7139	diu le
不知道啊	7137	bu zhi dao a
出现了	7137	chu xian le
没有你	7126	mei you ni
我也好	7116	wo ye hao
你可	7111	ni ke
分手了	7106	fen shou le
你发现了	7098	ni fa xian le
摸摸头	7097	mo mo tou
站在	7096	zhan zai
你穿	7091	ni chuan
就得	7085	jiu de
可以可以	7070	ke yi ke yi
你是在	7063	ni shi zai
本来就是	7059	ben lai jiu shi
下雪了	7052	xia xue le
有些人	7046	you xie ren
你瘦	7037	ni shou
我可	7031	wo ke
早了	7031	zao le
不记得	7028	bu ji de
年轻的	7004	nian qing de
太好看	6996	tai hao kan
这辈子	6991	zhe bei zi
不过你	6985	bu guo ni
没看过	6984	mei kan guo
我们学校	6975	wo men xue xiao
我都是	6969	wo dou shi
还好吧	6966	hai hao ba
可以吃	6963	ke yi chi
在路上	6958	zai lu shang
人有	6956	ren you
我俩	6948	wo lia
怎么看	6927	zen me kan
不能吃	6925	bu neng chi
感觉我	6921	gan jue wo
回来啦	6911	hui lai la
想多了	6910	xiang duo le
爱了	6907	ai le
自己去	6902	zi ji qu
带你去	6890	dai ni qu
请问你	6881	qing wen ni
时候来	6879	shi hou lai
那么好	6856	na me hao
是这个	6855	shi zhe ge
下去了	6853	xia qu le
带了	6851	dai le
要这么	6843	yao zhe me
不错啊	6840	bu cuo a
拿到	6838	na dao
还不如	6832	hai bu ru
我问	6827	wo wen
不是啊	6821	bu shi a
对吧	6816	dui ba
之前的	6812	zhi qian de
自己做	6801	zi ji zuo
可以用	6789	ke yi yong
最重要的	6789	zui zhong yao de
关键是	6788	guan jian shi
简单的	6788	jian dan de
唯一的	6787	wei yi de
都是我	6782	dou shi wo
不好的	6780	bu hao de
哪里有	6774	na li you
你拍	6768	ni pai
我只想	6766	wo zhi xiang
你换	6764	ni huan
不买	6760	bu mai
好厉害	6755	hao li hai
不该	6752	bu gai
其他人	6749	qi ta ren
我呀	6731	wo ya
不听	6730	bu ting
跑了	6730	pao le
不完	6724	bu wan
去做	6723	qu zuo
如果是	6721	ru guo shi
错过了	6721	cuo guo le
一对	6718	yi dui
好冷	6717	hao leng
关注你	6714	guan zhu ni
开始了	6714	kai shi le
我还有	6713	wo hai you
你这种	6705	ni zhe zhong
这是什么	6698	zhe shi shen me
没吃过	6696	mei chi guo
当然是	6692	dang ran shi
会想	6688	hui xiang
更多的	6687	geng duo de
你肯定	6685	ni ken ding
我本来	6683	wo ben lai
我只能	6678	wo zhi neng
你还有	6676	ni hai you
我的小	6674	wo de xiao
加油哦	6673	jia you o
想找	6659	xiang zhao
就别	6647	jiu bie
没看见	6647	mei kan jian
吃饭了	6646	chi fan le
要了	6646	yao le
你用	6641	ni yong
天啊	6634	tian a
好多了	6631	hao duo le
也行	6630	ye xing
大晚上	6625	da wan shang
这个我	6625	zhe ge wo
就可以了	6615	jiu ke yi le
是没有	6615	shi mei you
都去	6611	dou qu
坐在	6605	zuo zai
很累	6604	hen lei
所有人	6599	suo you ren
留在	6595	liu zai
要找	6588	yao zhao
能做	6580	neng zuo
会吧	6568	hui ba
一起吃	6565	yi qi chi
没来	6558	mei lai
我多	6549	wo duo
来玩	6547	lai wan
如果我	6546	ru guo wo
我相信	6544	wo xiang xin
被发现	6543	bei fa xian
觉得是	6530	jue de shi
给我们	6529	gei wo men
天就	6518	tian jiu
我上	6517	wo shang
我们在	6512	wo men zai
你回家	6510	ni hui jia
喜欢看	6509	xi huan kan
已经是	6508	yi jing shi
不准	6506	bu zhun
不是在	6502	bu shi zai
看懂	6502	kan dong
时候去	6492	shi hou qu
给你们	6483	gei ni men
我回去	6482	wo hui qu
只能说	6481	zhi neng shuo
写了	6475	xie le
个大	6473	ge da
删了	6469	shan le
生活的	6465	sheng huo de
那不是	6462	na bu shi
什么叫	6452	shen me jiao
黑了	6448	hei le
等了	6447	deng le
也快	6442	ye kuai
里面的	6442	li mian de
不告诉	6441	bu gao su
太远	6441	tai yuan
我比	6441	wo bi
请我吃饭	6429	qing wo chi fan
你一直	6427	ni yi zhi
五个	6425	wu ge
吃啥	6414	chi sha
怎么做	6412	zen me zuo
一本	6406	yi ben
你说我	6405	ni shuo wo
一个人的	6391	yi ge ren de
我不喜欢	6383	wo bu xi huan
这种人	6382	zhe zhong ren
我应该	6379	wo ying gai
很漂亮	6378	hen piao liang
说这	6369	shuo zhe
看啊	6366	kan a
你还在	6363	ni hai zai
我来了	6359	wo lai le
我快	6355	wo kuai
这个问题	6354	zhe ge wen ti
为什么你	6351	wei shen me ni
好饿	6345	hao e
都这样	6343	dou zhe yang
想过	6328	xiang guo
不去了	6327	bu qu le
行吧	6315	xing ba
你要是	6309	ni yao shi
我生日	6309	wo sheng ri
输了	6308	shu le
也是啊	6304	ye shi a
快乐哦	6301	kuai le o
一下吗	6297	yi xia ma
也挺	6296	ye ting
不爱我	6292	bu ai wo
多啊	6288	duo a
可以给	6284	ke yi gei
怎么就	6279	zen me jiu
之类的	6277	zhi lei de
这个可以	6276	zhe ge ke yi
去哪儿	6272	qu na er
三月	6270	san yue
现在我	6268	xian zai wo
是最棒	6264	shi zui bang
觉得好	6263	jue de hao
这么想	6262	zhe me xiang
我们就	6250	wo men jiu
想跟	6243	xiang gen
我每次	6240	wo mei ci
笑了	6238	xiao le
就是想	6237	jiu shi xiang
带我去	6235	dai wo qu
不见了	6225	bu jian le
不下来	6224	bu xia lai
三次	6220	san ci
我是说	6220	wo shi shuo
也就是	6218	ye jiu shi
有多少	6212	you duo shao
知道吗	6208	zhi dao ma
你让	6205	ni rang
你找	6203	ni zhao
到时	6200	dao shi
这样了	6199	zhe yang le
让她	6194	rang ta
第一天	6192	di yi tian
要走	6186	yao zou
等着你	6179	deng zhe ni
没啊	6169	mei a
太棒	6168	tai bang
等你回来	6168	deng ni hui lai
慢慢来	6164	man man lai
好早	6162	hao zao
最近的	6157	zui jin de
我就说	6154	wo jiu shuo
在干嘛	6150	zai gan ma
看就	6148	kan jiu
我喜欢你	6144	wo xi huan ni
太快	6132	tai kuai
我天天	6132	wo tian tian
就是这么	6130	jiu shi zhe me
是最棒的	6130	shi zui bang de
努力的	6129	nu li de
热了	6127	re le
睡啊	6127	shui a
发现我	6115	fa xian wo
就算了	6114	jiu suan le
现在已经	6113	xian zai yi jing
要带	6112	yao dai
因为他	6110	yin wei ta
听了	6107	ting le
我就想	6107	wo jiu xiang
大概是	6106	da gai shi
不是吧	6104	bu shi ba
就好啦	6095	jiu hao la
会给	6092	hui gei
我老公	6091	wo lao gong
来我家	6088	lai wo jia
你是谁	6084	ni shi shui
那儿	6081	na er
不一样的	6080	bu yi yang de
多穿	6079	duo chuan
也来	6067	ye lai
不明白	6063	bu ming bai
估计是	6055	gu ji shi
正常的	6033	zheng chang de
这个人	6033	zhe ge ren
世界的	6030	shi jie de
很厉害	6025	hen li hai
美少女	6025	mei shao nv
是的是	6023	shi de shi
想太多	6021	xiang tai duo
好久了	6018	hao jiu le
来吃	6016	lai chi
学校了	6015	xue xiao le
而且我	6003	er qie wo
我早	5990	wo zao
我们去	5981	wo men qu
这也是	5979	zhe ye shi
我刚刚	5978	wo gang gang
感觉自己	5977	gan jue zi ji
最后的	5975	zui hou de
加油吧	5974	jia you ba
什么样的	5971	shen me yang de
但是你	5968	dan shi ni
这叫	5966	zhe jiao
我听	5961	wo ting
工作人员	5960	gong zuo ren yuan
天哪	5958	tian na
一夜	5955	yi ye
快乐呀	5953	kuai le ya
不约	5951	bu yue
想要的	5946	xiang yao de
又想	5944	you xiang
你在哪里	5940	ni zai na li
您好	5940	nin hao
恋爱了	5937	lian ai le
行啊	5936	xing a
我想要	5933	wo xiang yao
电影的	5933	dian ying de
你干嘛	5926	ni gan ma
没呢	5921	mei ne
你吃饭	5919	ni chi fan
就够了	5917	jiu gou le
心情不好	5916	xin qing bu hao
我不要	5916	wo bu yao
怎么那么	5912	zen me na me
你也可以	5910	ni ye ke yi
你问	5909	ni wen
说自己	5909	shuo zi ji
就到	5907	jiu dao
还真是	5907	hai zhen shi
晚上的	5901	wan shang de
我心里	5896	wo xin li
就回来	5889	jiu hui lai
美啊	5887	mei a
周末愉快	5883	zhou mo yu kuai
去北京	5877	qu bei jing
下来了	5876	xia lai le
不走	5876	bu zou
哪来	5876	na lai
你才是	5873	ni cai shi
刚开始	5872	gang kai shi
很好的	5870	hen hao de
能用	5866	neng yong
会觉得	5863	hui jue de
就是个	5863	jiu shi ge
要让	5863	yao rang
放了	5857	fang le
就不是	5854	jiu bu shi
人会	5846	ren hui
就跟	5846	jiu gen
看见了	5846	kan jian le
难道不是	5846	nan dao bu shi
马上就	5845	ma shang jiu
睡到	5844	shui dao
里有	5844	li you
我回家	5830	wo hui jia
晚安啦	5830	wan an la
时间的	5823	shi jian de
真有	5815	zhen you
这点	5812	zhe dian
你送	5811	ni song
我好想	5807	wo hao xiang
不会有	5804	bu hui you
挺好看的	5804	ting hao kan de
我家的	5801	wo jia de
好难	5798	hao nan
真的假	5797	zhen de jia
走到	5797	zou dao
表情包	5794	biao qing bao
你到	5793	ni dao
怎么回事	5793	zen me hui shi
打个	5783	da ge
好好吃	5778	hao hao chi
人要	5777	ren yao
有一种	5776	you yi zhong
还是我	5775	hai shi wo
你更	5773	ni geng
知道什么	5772	zhi dao shen me
我看你	5769	wo kan ni
忘记了	5767	wang ji le
话说你	5760	hua shuo ni
要用	5759	yao yong
你真是	5758	ni zhen shi
要这样	5753	yao zhe yang
就是要	5749	jiu shi yao
很高	5745	hen gao
不许	5743	bu xu
很容易	5741	hen rong yi
过生日	5738	guo sheng ri
可爱啊	5737	ke ai a
我想说	5733	wo xiang shuo
回家的	5729	hui jia de
就买	5729	jiu mai
就是啊	5729	jiu shi a
不相信	5722	bu xiang xin
我们要	5722	wo men yao
总觉得	5718	zong jue de
记得我	5715	ji de wo
是哪里	5709	shi na li
我回	5703	wo hui
我穿	5694	wo chuan
特别喜欢	5692	te bie xi huan
你请	5689	ni qing
惨了	5689	can le
吃得	5680	chi de
我送	5678	wo song
换手机	5672	huan shou ji
三个月	5668	san ge yue
一晚上	5666	yi wan shang
要想	5664	yao xiang
男孩子	5661	nan hai zi
吃吧	5657	chi ba
每一天	5657	mei yi tian
你的人	5655	ni de ren
我也爱	5652	wo ye ai
为毛	5650	wei mao
所以说	5637	suo yi shuo
没怎么	5631	mei zen me
嫉妒恨	5629	ji du hen
不到了	5625	bu dao le
我买了	5622	wo mai le
什么情况	5621	shen me qing kuang
没有没有	5620	mei you mei you
到家了	5614	dao jia le
不做	5612	bu zuo
骂你	5612	ma ni
我叫	5608	wo jiao
我比较	5608	wo bi jiao
伤不起	5603	shang bu qi
什么是	5594	shen me shi
不了了	5593	bu le le
有钱人	5591	you qian ren
很久了	5589	hen jiu le
我看了	5587	wo kan le
听不懂	5585	ting bu dong
拍了	5585	pai le
还早	5582	hai zao
看完了	5580	kan wan le
我们这里	5578	wo men zhe li
该怎么	5575	gai zen me
没发现	5574	mei fa xian
不太好	5571	bu tai hao
是的呀	5569	shi de ya
太高	5568	tai gao
喜欢她	5566	xi huan ta
不急	5564	bu ji
不哭	5563	bu ku
要上班	5554	yao shang ban
好就	5545	hao jiu
放弃了	5544	fang qi le
说的对	5544	shuo de dui
一期	5543	yi qi
第二个	5543	di er ge
说一句	5541	shuo yi ju
想给	5536	xiang gei
做朋友	5535	zuo peng you
毛不易	5535	mao bu yi
今天去	5534	jin tian qu
帅啊	5517	shuai a
还给	5511	hai gei
太小	5510	tai xiao
会做	5503	hui zuo
只不过	5503	zhi bu guo
这样子	5502	zhe yang zi
快到	5498	kuai dao
他有	5495	ta you
会有的	5495	hui you de
关注我	5491	guan zhu wo
很爱	5489	hen ai
我么	5482	wo me
小姑娘	5477	xiao gu niang
你敢	5470	ni gan
一起了	5468	yi qi le
还是会	5463	hai shi hui
就更	5461	jiu geng
我为什么	5459	wo wei shen me
感受到	5454	gan shou dao
这是在	5454	zhe shi zai
这么好看	5453	zhe me hao kan
笑死我了	5450	xiao si wo le
每一个	5445	mei yi ge
肯定会	5443	ken ding hui
下个	5437	xia ge
在广州	5435	zai guang zhou
你大	5433	ni da
手机了	5432	shou ji le
生了	5427	sheng le
是可以	5426	shi ke yi
没找到	5424	mei zhao dao
请我吃	5423	qing wo chi
身边的	5422	shen bian de
一起玩	5420	yi qi wan
越来越好	5420	yue lai yue hao
问题是	5419	wen ti shi
哪里啊	5416	na li a
太好看了	5409	tai hao kan le
一个小	5408	yi ge xiao
下一个	5406	xia yi ge
吃好吃	5403	chi hao chi
未来的	5398	wei lai de
你终于	5394	ni zhong yu
没去过	5390	mei qu guo
一般的	5388	yi ban de
可能的	5386	ke neng de
我说你	5386	wo shuo ni
还没到	5386	hai mei dao
不远	5385	bu yuan
吃多	5383	chi duo
就当	5383	jiu dang
都不能	5379	dou bu neng
厉害的	5372	li hai de
没在	5367	mei zai
给你买	5365	gei ni mai
要等	5365	yao deng
记得你	5364	ji de ni
你说你	5359	ni shuo ni
孩子的	5359	hai zi de
谁知道	5358	shui zhi dao
不停	5355	bu ting
拿来	5354	na lai
没事儿	5354	mei shi er
问题的	5352	wen ti de
打麻将	5349	da ma jiang
太大了	5348	tai da le
是有多	5346	shi you duo
也想去	5345	ye xiang qu
出去了	5342	chu qu le
幸福啊	5342	xing fu a
快睡	5342	kuai shui
一下就	5339	yi xia jiu
人吗	5333	ren ma
感觉好	5330	gan jue hao
适合你	5330	shi he ni
你不懂	5325	ni bu dong
不高	5319	bu gao
很像	5315	hen xiang
剪头发	5311	jian tou fa
这周	5311	zhe zhou
就对	5310	jiu dui
扎心了	5310	zha xin le
买不起	5306	mai bu qi
我想吃	5300	wo xiang chi
准备去	5298	zhun bei qu
也一样	5295	ye yi yang
来嘛	5294	lai ma
那个是	5291	na ge shi
就怕	5290	jiu pa
我瘦	5290	wo shou
很幸福	5286	hen xing fu
明天我	5279	ming tian wo
他会	5272	ta hui
你讲	5272	ni jiang
小孩子	5272	xiao hai zi
不是我的	5271	bu shi wo de
点吧	5269	dian ba
上班的	5268	shang ban de
我请你	5263	wo qing ni
一个小时	5260	yi ge xiao shi
我以后	5255	wo yi hou
更大	5255	geng da
不穿	5248	bu chuan
太少	5248	tai shao
你睡	5245	ni shui
怎么啦	5245	zen me la
都是你	5243	dou shi ni
不会是	5242	bu hui shi
那么早	5240	na me zao
不知道是	5238	bu zhi dao shi
自己喜欢	5238	zi ji xi huan
话就	5235	hua jiu
干了	5234	gan le
大姨妈	5232	da yi ma
一号	5230	yi hao
喜欢就	5229	xi huan jiu
自己想	5226	zi ji xiang
很正常	5225	hen zheng chang
一个星期	5223	yi ge xing qi
你有没有	5216	ni you mei you
这么可爱	5216	zhe me ke ai
抱抱你	5214	bao bao ni
知道有	5214	zhi dao you
知道自己	5212	zhi dao zi ji
这个世界	5212	zhe ge shi jie
玩游戏	5207	wan you xi
好看吗	5206	hao kan ma
你过	5201	ni guo
来给	5199	lai gei
一直都是	5198	yi zhi dou shi
我胖	5198	wo pang
我们都是	5194	wo men dou shi
一万	5193	yi wan
觉得他	5192	jue de ta
相信我	5190	xiang xin wo
不会吧	5189	bu hui ba
一直是	5187	yi zhi shi
你比我	5187	ni bi wo
好哦	5187	hao o
你在说	5186	ni zai shuo
开心啊	5186	kai xin a
加了	5185	jia le
就让	5184	jiu rang
一脸	5183	yi lian
说明你	5183	shuo ming ni
大啊	5173	da a
太冷	5172	tai leng
冷啊	5168	leng a
特别的	5168	te bie de
中了	5163	zhong le
可以做	5159	ke yi zuo
第一张	5159	di yi zhang
想和你	5155	xiang he ni
你到底	5154	ni dao di
我连	5153	wo lian
我昨晚	5142	wo zuo wan
回来啊	5138	hui lai a
就是在	5136	jiu shi zai
很冷	5131	hen leng
很长	5128	hen zhang
过两天	5128	guo liang tian
好长	5122	hao zhang
看出	5122	kan chu
在这个	5121	zai zhe ge
太有	5120	tai you
会啊	5119	hui a
你们是	5119	ni men shi
不是有	5118	bu shi you
没必要	5117	mei bi yao
一集	5113	yi ji
我希望	5109	wo xi wang
不上班	5103	bu shang ban
有人说	5103	you ren shuo
人看	5102	ren kan
好吃吗	5102	hao chi ma
没事没事	5102	mei shi mei shi
看不出来	5101	kan bu chu lai
吃好	5100	chi hao
我看到了	5095	wo kan dao le
考了	5095	kao le
那你就	5094	na ni jiu
三点	5092	san dian
会来	5092	hui lai
我拍	5091	wo pai
太帅	5090	tai shuai
我要是	5086	wo yao shi
我过	5086	wo guo
是啊是	5081	shi a shi
会一直	5079	hui yi zhi
真美	5073	zhen mei
要钱	5070	yao qian
人来	5064	ren lai
两点	5063	liang dian
合适的	5063	he shi de
在宿舍	5062	zai su she
要什么	5062	yao shen me
昨天晚上	5047	zuo tian wan shang
我想知道	5044	wo xiang zhi dao
就知道了	5040	jiu zhi dao le
时间了	5039	shi jian le
太热	5038	tai re
穿上	5038	chuan shang
是不会	5035	shi bu hui
好想你	5033	hao xiang ni
不打	5032	bu da
时候能	5032	shi hou neng
怕我	5031	pa wo
喜欢这个	5028	xi huan zhe ge
明白了	5022	ming bai le
我们会	5021	wo men hui
还有一个	5017	hai you yi ge
看看我	5014	kan kan wo
那么久	5010	na me jiu
找工作	5009	zhao gong zuo
你是最棒	5008	ni shi zui bang
吃好吃的	5008	chi hao chi de
能去	5006	neng qu
不早	5004	bu zao
好几天	4997	hao ji tian
朋友的	4995	peng you de
你叫	4992	ni jiao
去医院	4992	qu yi yuan
回来吧	4992	hui lai ba
怎么可以	4990	zen me ke yi
一直以为	4989	yi zhi yi wei
半小时	4989	ban xiao shi
带上我	4989	dai shang wo
下来的	4987	xia lai de
是假的	4987	shi jia de
我从来	4984	wo cong lai
没事的	4984	mei shi de
好一点	4980	hao yi dian
玩吗	4980	wan ma
希望能	4975	xi wang neng
你好好	4973	ni hao hao
哪里的	4966	na li de
就已经	4966	jiu yi jing
已经有	4966	yi jing you
知道他	4962	zhi dao ta
说啊	4959	shuo a
我是你	4958	wo shi ni
成功的	4957	cheng gong de
想睡	4956	xiang shui
太晚	4955	tai wan
都好看	4954	dou hao kan
快要	4951	kuai yao
我在家	4951	wo zai jia
不找	4949	bu zhao
都行	4946	dou xing
我陪	4938	wo pei
什么东西	4936	shen me dong xi
我还想	4936	wo hai xiang
太美了	4933	tai mei le
太难	4931	tai nan
就回	4931	jiu hui
咋这么	4925	za zhe me
想听	4924	xiang ting
去上海	4923	qu shang hai
就问	4922	jiu wen
我男朋友	4922	wo nan peng you
我买的	4921	wo mai de
我和你	4920	wo he ni
一千	4918	yi qian
张照片	4917	zhang zhao pian
你男朋友	4913	ni nan peng you
太棒了	4913	tai bang le
不方便	4912	bu fang bian
我嘛	4912	wo ma
我喜欢的	4911	wo xi huan de
看来我	4910	kan lai wo
有两个	4906	you liang ge
没带	4903	mei dai
超好看	4903	chao hao kan
好好玩	4899	hao hao wan
我们这边	4894	wo men zhe bian
不给我	4891	bu gei wo
有这个	4885	you zhe ge
我啦	4883	wo la
没有任何	4882	mei you ren he
我最喜欢	4879	wo zui xi huan
走吧	4874	zou ba
要结婚	4868	yao jie hun
要睡	4866	yao shui
还是喜欢	4866	hai shi xi huan
一层	4857	yi ceng
只要你	4857	zhi yao ni
早知道	4853	zao zhi dao
专业的	4848	zhuan ye de
可以买	4844	ke yi mai
我这是	4842	wo zhe shi
一下你	4838	yi xia ni
我这种	4831	wo zhe zhong
没有啦	4830	mei you la
不是要	4828	bu shi yao
要加油	4828	yao jia you
过来的	4828	guo lai de
你胖	4826	ni pang
太累了	4823	tai lei le
还小	4823	hai xiao
失眠了	4822	shi mian le
一下我	4821	yi xia wo
真想	4821	zhen xiang
很快就	4813	hen kuai jiu
问一下	4812	wen yi xia
好啊好	4811	hao a hao
我可是	4811	wo ke shi
不累	4807	bu lei
过一次	4799	guo yi ci
一小	4797	yi xiao
你看到	4789	ni kan dao
我也这么	4787	wo ye zhe me
喜欢了	4786	xi huan le
太喜欢	4786	tai xi huan
谁了	4786	shui le
一个多	4784	yi ge duo
知道啦	4784	zhi dao la
满满的	4780	man man de
我哪	4779	wo na
还有我	4777	hai you wo
好东西	4775	hao dong xi
小哥	4775	xiao ge
最爱的	4775	zui ai de
我还要	4771	wo hai yao
特别好	4771	te bie hao
打游戏	4770	da you xi
能帮我	4770	neng bang wo
人真	4768	ren zhen
你该	4767	ni gai
我认识	4765	wo ren shi
难道是	4763	nan dao shi
优秀的	4761	you xiu de
我肯定	4761	wo ken ding
最近在	4754	zui jin zai
不到你	4742	bu dao ni
不错了	4742	bu cuo le
没给	4737	mei gei
最美的	4734	zui mei de
别想	4730	bie xiang
睡觉的	4730	shui jiao de
啥了	4726	sha le
看这	4725	kan zhe
别这样	4720	bie zhe yang
穿过	4720	chuan guo
到最后	4717	dao zui hou
我说我	4715	wo shuo wo
结婚的	4712	jie hun de
看出来了	4704	kan chu lai le
祝福你	4702	zhu fu ni
实在是	4700	shi zai shi
你的小	4699	ni de xiao
明天要	4698	ming tian yao
骂我	4698	ma wo
知道呢	4697	zhi dao ne
去啦	4695	qu la
需要的	4688	xu yao de
最喜欢的	4686	zui xi huan de
你要不要	4677	ni yao bu yao
好可怜	4676	hao ke lian
还去	4676	hai qu
都得	4674	dou de
变成了	4673	bian cheng le
我该	4673	wo gai
如果有	4672	ru guo you
那张	4671	na zhang
还用	4670	hai yong
问了	4670	wen le
太久	4666	tai jiu
给你吃	4665	gei ni chi
我一般	4664	wo yi ban
你以后	4663	ni yi hou
只有你	4663	zhi you ni
好几个	4660	hao ji ge
先去	4657	xian qu
觉得这	4657	jue de zhe
希望我	4654	xi wang wo
好好照顾	4653	hao hao zhao gu
你喝	4651	ni he
你每天	4650	ni mei tian
多月	4649	duo yue
作为一个	4647	zuo wei yi ge
个人的	4645	ge ren de
我就知道	4643	wo jiu zhi dao
我饿	4643	wo e
你看我	4641	ni kan wo
你需要	4641	ni xu yao
你明天	4638	ni ming tian
好玩的	4635	hao wan de
找你玩	4634	zhao ni wan
感兴趣	4632	gan xing qu
中午好	4628	zhong wu hao
他家	4628	ta jia
挺多	4628	ting duo
我要吃	4625	wo yao chi
又开始	4624	you kai shi
以后就	4622	yi hou jiu
这家	4622	zhe jia
可以试	4620	ke yi shi
你可能	4618	ni ke neng
头发了	4612	tou fa le
看有	4611	kan you
圣诞快乐	4610	sheng dan kuai le
美美的	4609	mei mei di
只是想	4608	zhi shi xiang
养了	4606	yang le
不过是	4605	bu guo shi
应该会	4602	ying gai hui
下次我	4599	xia ci wo
不玩	4598	bu wan
差不多了	4598	cha bu duo le
这么觉得	4598	zhe me jue de
可是你	4596	ke shi ni
也对	4595	ye dui
有好多	4595	you hao duo
有自己	4593	you zi ji
这么多年	4593	zhe me duo nian
想死	4586	xiang si
我同学	4581	wo tong xue
一直想	4578	yi zhi xiang
我也去	4575	wo ye qu
真的要	4575	zhen de yao
去学校	4574	qu xue xiao
都已经	4572	dou yi jing
就不用	4571	jiu bu yong
我手机	4571	wo shou ji
要回	4571	yao hui
他自己	4570	ta zi ji
我想你	4570	wo xiang ni
做自己	4569	zuo zi ji
这么美	4566	zhe me mei
我不懂	4565	wo bu dong
要开心	4565	yao kai xin
吃完了	4564	chi wan le
自己了	4562	zi ji le
开个	4559	kai ge
来看看	4557	lai kan kan
那么晚	4557	na me wan
两只	4553	liang zhi
也是这样	4552	ye shi zhe yang
会告诉	4552	hui gao su
我的意思	4550	wo de yi si
我带你	4547	wo dai ni
你是个	4545	ni shi ge
跑去	4545	pao qu
也吃	4544	ye chi
真的有	4544	zhen de you
困了	4543	kun le
有男朋友	4543	you nan peng you
不着了	4541	bu zhe le
